eyeball_center,iris_ellipse,mask,png_path,dicenew,check
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((421.4578203121552, 323.2002580564552), (191.0203001224183, 188.77574592818843), -85.91501616493242)",19666,./openEDS/S_182/134.png,0.97996002,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((380.9011640861196, 289.32461080696623), (191.0203001224183, 186.55695453314186), -25.55341702834458)",20564,./openEDS/S_182/12.png,0.99005036,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((385.39838504482884, 338.13732875774406), (191.0203001224183, 189.6274542938892), 32.92343653546321)",18484,./openEDS/S_182/120.png,0.9914233,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((329.59773441560856, 290.3910382780639), (191.0203001224183, 171.13087919166932), -65.04678982266617)",21739,./openEDS/S_182/87.png,0.98315955,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((433.9638627391998, 292.39643608638056), (191.0203001224183, 182.94651183952752), 52.44895680637646)",20258,./openEDS/S_182/40.png,0.97359478,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((383.9914994789373, 290.89403228190633), (191.0203001224183, 187.2113582832503), -21.871162907922375)",22679,./openEDS/S_182/3.png,0.98616258,1
"(396.236596015459, 321.3990220747371, 95.51015006120915)","((420.62390727118094, 323.26496222462504), (191.0203001224183, 188.9209485868543), -85.62466731603347)",20027,./openEDS/S_182/138.png,0.9806536,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.0143433909014, 181.36263876990196), (189.35519772963102, 179.3735931508664), -12.090996686739828)",19643,./openEDS/S_183/9.png,0.98674262,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((308.2977603486954, 214.06236851735426), (189.35519772963102, 186.74002068426398), -46.562990329335605)",15233,./openEDS/S_183/115.png,0.99130378,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((361.62060135182315, 172.76427414923086), (189.35519772963102, 171.91412438778607), 29.260980748042826)",20251,./openEDS/S_183/44.png,0.98587888,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((332.6792745560189, 147.3866003139537), (189.35519772963102, 161.59718427961624), 3.125038625879452)",20832,./openEDS/S_183/58.png,0.98987854,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.0739781230598, 180.0773112996042), (189.35519772963102, 178.88080621645352), -11.742069158744567)",18306,./openEDS/S_183/21.png,0.9888315,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((284.963114994383, 209.74860191348637), (189.35519772963102, 180.7733473445005), -61.902216303007194)",15981,./openEDS/S_183/109.png,0.98300948,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.1173382603639, 180.5322315118916), (189.35519772963102, 179.06203348550224), -11.79592261133992)",18867,./openEDS/S_183/6.png,0.98698978,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((315.7949806056939, 183.0049952366874), (189.35519772963102, 179.88474039484993), -13.81009809514264)",18849,./openEDS/S_183/3.png,0.98957866,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((332.18609619174134, 179.48651205507286), (189.35519772963102, 179.0293444064041), 4.474070053609793)",17917,./openEDS/S_183/30.png,0.98896174,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((301.0884859918454, 209.29276568211742), (189.35519772963102, 184.81219103076182), -48.960160474556915)",15324,./openEDS/S_183/114.png,0.99077819,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.03621008665107, 180.01468157276312), (189.35519772963102, 178.85312016123032), -11.767850146340528)",18441,./openEDS/S_183/17.png,0.98767355,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((367.1683820382303, 182.8216966781072), (189.35519772963102, 174.613581812067), 38.10764305947386)",17124,./openEDS/S_183/40.png,0.99195523,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((351.22856988001604, 153.11248869198727), (189.35519772963102, 163.35201575999642), 16.250547181427766)",21265,./openEDS/S_183/55.png,0.9801872,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((286.6989645806209, 155.8867481680404), (189.35519772963102, 160.3258574485571), -28.26602333950067)",20215,./openEDS/S_183/75.png,0.97532983,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((271.13799747998354, 180.4793698561179), (189.35519772963102, 167.03388913014618), -47.42629428244903)",18880,./openEDS/S_183/89.png,0.97689612,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((316.3878816448626, 179.85180350201455), (189.35519772963102, 178.7343134939318), -12.404304886753215)",18198,./openEDS/S_183/29.png,0.98736104,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.01220644466343, 215.55372981627337), (189.35519772963102, 188.02541391060848), -27.663818744157286)",14207,./openEDS/S_183/122.png,0.9899801,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((362.1430000909919, 181.9161956925649), (189.35519772963102, 175.66799547924685), 33.87959928372429)",17828,./openEDS/S_183/33.png,0.9912035,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((281.09642705070564, 158.88354356209095), (189.35519772963102, 160.1479407005551), -32.43018504160672)",20187,./openEDS/S_183/83.png,0.98495645,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((368.5941155719917, 182.3981329630421), (189.35519772963102, 174.01647112922683), 38.870173446304726)",17258,./openEDS/S_183/37.png,0.9889241,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((284.24134733199685, 209.36540067199576), (189.35519772963102, 180.4764554460511), -61.904406981585716)",15812,./openEDS/S_183/108.png,0.98418622,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((281.41315845084773, 158.46607316321885), (189.35519772963102, 160.01378612659312), -32.10920233407605)",19672,./openEDS/S_183/78.png,0.9799656,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((316.37585945520243, 181.09460767392946), (189.35519772963102, 179.21715759647373), -12.705954685994858)",19094,./openEDS/S_183/7.png,0.98920817,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((306.81821069530815, 146.10455518913287), (189.35519772963102, 158.90025722844848), -13.751616847116601)",20400,./openEDS/S_183/72.png,0.9782189,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.06450418118567, 179.6479949155333), (189.35519772963102, 178.71075509506954), -11.65952634658265)",18249,./openEDS/S_183/20.png,0.98738299,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((352.65284343095135, 204.9264390709346), (189.35519772963102, 184.43190493484693), 41.53368666509631)",15610,./openEDS/S_183/139.png,0.99038648,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((285.1145661836074, 209.44982130661884), (189.35519772963102, 180.77037136437067), -61.509148346845855)",15808,./openEDS/S_183/106.png,0.98296191,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((274.8331915586583, 195.59202290497598), (189.35519772963102, 173.90823255933475), -55.07020923583503)",17795,./openEDS/S_183/101.png,0.99032502,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.99847488503167, 214.79926033549293), (189.35519772963102, 187.9910097582861), -24.092892113452393)",14203,./openEDS/S_183/121.png,0.99055283,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((282.8065862141638, 158.26504236020736), (189.35519772963102, 160.42173834757415), -31.262681761620804)",20139,./openEDS/S_183/82.png,0.98332509,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.72720398430346, 214.61628593850975), (189.35519772963102, 187.95191558519855), -24.590156609165533)",14300,./openEDS/S_183/126.png,0.99081042,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((327.6151501073959, 144.87483283499506), (189.35519772963102, 159.8821267527022), -0.26367044062799155)",20518,./openEDS/S_183/59.png,0.99310716,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((345.1052069588911, 209.68360951597825), (189.35519772963102, 186.43386356350726), 36.54420235127526)",15009,./openEDS/S_183/130.png,0.99270805,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((285.54417425275926, 209.61389091568822), (189.35519772963102, 180.93365169165253), -61.437197088706846)",15725,./openEDS/S_183/112.png,0.98210092,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((285.4594261481878, 208.96304622651752), (189.35519772963102, 180.79458398071478), -60.8129649123999)",15674,./openEDS/S_183/107.png,0.98223156,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((270.92819980551883, 186.84028044397306), (189.35519772963102, 169.4133900850872), -51.203919593405566)",18252,./openEDS/S_183/98.png,0.983838,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((315.33015777423645, 143.0138504495667), (189.35519772963102, 157.82008454362835), -8.049867158221158)",20833,./openEDS/S_183/70.png,0.98906604,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((353.7125426000977, 204.6338254808444), (189.35519772963102, 184.17981802571254), 42.43540280887834)",15328,./openEDS/S_183/136.png,0.99097443,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((280.9340273504479, 158.71052998049083), (189.35519772963102, 159.97779092769954), -32.459110208890166)",19845,./openEDS/S_183/77.png,0.98508894,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((352.1891658635558, 154.04045948374932), (189.35519772963102, 163.76534096545313), 17.07315326320255)",21830,./openEDS/S_183/49.png,0.98428908,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((341.84533653174384, 149.82725561240326), (189.35519772963102, 162.58929497087036), 9.467470885737685)",21034,./openEDS/S_183/57.png,0.9895507,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.2369278316508, 179.78571076189533), (189.35519772963102, 178.77920022654243), -11.509987966256757)",18563,./openEDS/S_183/25.png,0.9875333,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((318.4356430242097, 187.64930209692247), (189.35519772963102, 181.7208290256051), -12.00033864034843)",18962,./openEDS/S_183/0.png,0.98831254,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((358.0559963432308, 165.67417299398474), (189.35519772963102, 169.28085502015128), 24.12713098525542)",20661,./openEDS/S_183/45.png,0.98866689,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.45962536375333, 215.964146202844), (189.35519772963102, 188.10267675645417), -27.037841580729342)",14399,./openEDS/S_183/123.png,0.99100093,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((354.657643895277, 204.89278660094456), (189.35519772963102, 184.05319384671355), 43.732467720535034)",15502,./openEDS/S_183/134.png,0.99109658,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((352.37454041861247, 153.6375782335869), (189.35519772963102, 163.46966020566748), 17.113944211979415)",21638,./openEDS/S_183/48.png,0.98446443,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((317.0139572322136, 181.2875318303722), (189.35519772963102, 179.3448567944387), -12.074275325083754)",20121,./openEDS/S_183/12.png,0.98619756,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.8638717411158, 214.822615599843), (189.35519772963102, 187.98625728848785), -24.478335345006403)",14165,./openEDS/S_183/120.png,0.98934423,1
"(328.01948473148434, 232.73642201199075, 94.67759886481551)","((319.35521109553616, 214.6596358639035), (189.35519772963102, 187.93510704615915), -25.608580682862826)",14183,./openEDS/S_183/119.png,0.99021184,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((263.2563063940025, 255.08185914764346), (185.95101980060952, 164.47130175855176), -52.6694696297233)",21635,./openEDS/S_184/95.png,0.98559532,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((362.87862135739783, 243.98471521837203), (185.95101980060952, 167.85978769224505), 35.13906339028269)",22915,./openEDS/S_184/30.png,0.98056032,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((323.3048409154072, 289.77364098200974), (185.95101980060952, 185.52652294327547), 1.6076851498464249)",20501,./openEDS/S_184/126.png,0.99315352,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((275.88943334947635, 229.19086285673023), (185.95101980060952, 157.51544417840938), -33.3973826942933)",20900,./openEDS/S_184/78.png,0.97179025,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((363.0026599620553, 276.4102724001878), (185.95101980060952, 177.93558798338614), 58.79206204031464)",21500,./openEDS/S_184/136.png,0.97219586,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((282.5237011895447, 282.32581763241865), (185.95101980060952, 178.7342675849299), -65.64941654216062)",21294,./openEDS/S_184/109.png,0.98609037,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((319.37983687337214, 233.99613868495499), (185.95101980060952, 169.22659740695298), -3.108871010578395)",22680,./openEDS/S_184/17.png,0.97916069,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((375.02125361588503, 243.86296034118212), (185.95101980060952, 163.31138481298052), 42.49497708064035)",22314,./openEDS/S_184/32.png,0.98229264,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((270.0187399148288, 239.39126088990767), (185.95101980060952, 160.72499780866906), -40.858176127518256)",21744,./openEDS/S_184/87.png,0.9843815,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((320.4004201634072, 245.03784493166737), (185.95101980060952, 174.4877522423821), -2.6763215246656684)",22876,./openEDS/S_184/20.png,0.97948373,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((293.33445489938896, 216.81688441978656), (185.95101980060952, 155.0322180888652), -19.48807547479689)",19219,./openEDS/S_184/72.png,0.99119171,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((262.3589626629378, 265.3159925268718), (185.95101980060952, 167.36360125105702), -59.7755020778378)",21328,./openEDS/S_184/90.png,0.99234957,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((360.8597880427613, 227.83052804727177), (185.95101980060952, 159.99200181234556), 27.472449632868123)",22107,./openEDS/S_184/43.png,0.98173204,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((296.21333996114055, 286.02425265855175), (185.95101980060952, 182.5817604191434), -61.37392986574416)",21942,./openEDS/S_184/115.png,0.98791184,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((359.2603534936351, 222.1785902390035), (185.95101980060952, 156.893200921366), 24.80258114677901)",21598,./openEDS/S_184/49.png,0.95763853,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((373.5684852260688, 247.00898286377446), (185.95101980060952, 165.32541911554995), 43.31426365311241)",22640,./openEDS/S_184/33.png,0.97917412,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((282.5269902740743, 283.103831044968), (185.95101980060952, 178.83929129533107), -66.56837102932752)",21115,./openEDS/S_184/108.png,0.98590422,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((321.84167699590057, 288.5936618882796), (185.95101980060952, 185.4248201861914), -5.4891296068979445)",17208,./openEDS/S_184/122.png,0.98941601,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((263.5374905219875, 255.6819151591451), (185.95101980060952, 164.82696281367663), -52.905132284421505)",21501,./openEDS/S_184/94.png,0.98499522,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((319.40111053199405, 232.15384339668643), (185.95101980060952, 168.24354808901958), -3.0076573693530575)",22667,./openEDS/S_184/7.png,0.98166575,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((349.01944357958007, 284.35079306282336), (185.95101980060952, 182.54068622005926), 57.94497112944641)",21035,./openEDS/S_184/130.png,0.9708082,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((275.7757856026838, 229.88131070248178), (185.95101980060952, 157.88522738171338), -33.71724453811014)",20845,./openEDS/S_184/77.png,0.97163761,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((368.7798014950736, 244.17347858418623), (185.95101980060952, 165.9258759662374), 39.03108636559482)",22362,./openEDS/S_184/41.png,0.96773471,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((271.1524739580917, 265.2151638572095), (185.95101980060952, 171.23068877428935), -55.65363193987777)",22194,./openEDS/S_184/101.png,0.99080252,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((371.1845450854962, 246.41392372675293), (185.95101980060952, 166.01448355907178), 41.62165793434437)",22566,./openEDS/S_184/37.png,0.97377255,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((323.58314716953623, 291.5881806948625), (185.95101980060952, 185.65552096088754), 3.6859555043447525)",20196,./openEDS/S_184/121.png,0.99202773,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((263.88101987206574, 258.46597973913134), (185.95101980060952, 165.96902585383816), -54.493875342774295)",21373,./openEDS/S_184/92.png,0.98771683,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((320.54134617060964, 247.81872073637774), (185.95101980060952, 175.63876397776536), -2.6644869571974805)",23144,./openEDS/S_184/25.png,0.97895321,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((284.74614687982853, 278.89620436971376), (185.95101980060952, 178.8743021653833), -60.38050733683973)",21843,./openEDS/S_184/112.png,0.986048,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((283.6808194282127, 281.89323059271055), (185.95101980060952, 179.01862109695227), -64.50345125494373)",21808,./openEDS/S_184/114.png,0.98791651,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((281.678852145157, 283.53826799355966), (185.95101980060952, 178.63668407722884), -67.51119029269147)",21363,./openEDS/S_184/107.png,0.98415952,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((319.5268999642354, 245.77615084083385), (185.95101980060952, 174.77887723254344), -3.621643182450989)",23029,./openEDS/S_184/21.png,0.98692853,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((317.3845275268677, 211.877837877919), (185.95101980060952, 155.0152190780659), -3.619595866211969)",21080,./openEDS/S_184/65.png,0.98415935,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((317.27791017710143, 234.21260243587352), (185.95101980060952, 169.2627243646605), -4.922773854649034)",22731,./openEDS/S_184/3.png,0.98032469,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((317.5593821567949, 212.15731483863945), (185.95101980060952, 155.23642219017015), -3.5182185361848326)",21079,./openEDS/S_184/66.png,0.98235308,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((362.97982527292817, 276.44143971366964), (185.95101980060952, 177.94808662354598), 58.81023750830329)",21112,./openEDS/S_184/139.png,0.97346845,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((360.2568694672168, 222.08922135155473), (185.95101980060952, 156.52183210314962), 25.374019430369458)",19844,./openEDS/S_184/44.png,0.98870142,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((358.4434059688332, 224.50787780732702), (185.95101980060952, 158.66232358119018), 24.96326745565892)",21750,./openEDS/S_184/51.png,0.96319441,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((332.6450826310434, 216.05582002158403), (185.95101980060952, 157.8398416365027), 6.505142227490496)",21243,./openEDS/S_184/57.png,0.96860692,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((287.41883685531263, 251.4073740365528), (185.95101980060952, 172.21321438208105), -35.85352692250849)",22468,./openEDS/S_184/0.png,0.98915053,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((348.86643681710945, 220.83852010856052), (185.95101980060952, 158.72516393165196), 17.95854426741453)",21547,./openEDS/S_184/55.png,0.96302821,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((321.8405037512956, 284.61453691287085), (185.95101980060952, 185.0226413494187), -4.1362236418269855)",11723,./openEDS/S_184/123.png,0.97497271,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((365.69541357438345, 279.0203593146383), (185.95101980060952, 177.54928839406585), 63.13911010750367)",21258,./openEDS/S_184/134.png,0.97522209,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((317.94286300526437, 235.49456385194557), (185.95101980060952, 169.95392514394987), -4.438339534754523)",23015,./openEDS/S_184/12.png,0.98076798,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((351.3347161761817, 244.56218009845125), (185.95101980060952, 171.2123061277893), 26.804700511957513)",22977,./openEDS/S_184/29.png,0.98201408,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((273.5255237342232, 234.15446487315165), (185.95101980060952, 159.43532289383748), -36.652372815665395)",21521,./openEDS/S_184/86.png,0.97895056,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((271.1169570851594, 240.37058324000077), (185.95101980060952, 161.69341814909112), -40.72132463466326)",11863,./openEDS/S_184/98.png,0.9748546,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((362.4874094662757, 276.15588246965183), (185.95101980060952, 178.04257200746048), 58.19454782813209)",21337,./openEDS/S_184/138.png,0.96777133,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((283.70261255841933, 280.46385250709443), (185.95101980060952, 178.81765362202313), -62.81770244894019)",21812,./openEDS/S_184/111.png,0.98677206,1
"(322.9997315554149, 300.6444825031228, 92.97550990030476)","((314.80984140264854, 215.7806136979845), (185.95101980060952, 157.75248881026633), -5.5123277695462285)",21115,./openEDS/S_184/69.png,0.98556033,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((301.63271711869197, 271.8261585387269), (177.93920012497466, 169.8389667596813), -48.7024154349019)",17466,./openEDS/S_185/111.png,0.99131432,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((375.9635617850575, 253.882613393892), (177.93920012497466, 162.61218450445784), 39.49934149682797)",17311,./openEDS/S_185/44.png,0.98674237,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((291.8126346351173, 254.17902164058216), (177.93920012497466, 161.15078082553572), -42.74906882067841)",18249,./openEDS/S_185/98.png,0.98956365,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((365.6208254597845, 232.90414348626305), (177.93920012497466, 155.27417058180345), 23.039618044706693)",18996,./openEDS/S_185/54.png,0.98600361,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((366.5754964695208, 231.42157910177954), (177.93920012497466, 154.13346740490454), 23.261580576820627)",18518,./openEDS/S_185/58.png,0.98522653,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((336.55537892392414, 255.54408329105016), (177.93920012497466, 169.60108484681228), 0.478416731102804)",18057,./openEDS/S_185/18.png,0.99164652,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((307.36170733444646, 276.97405596215947), (177.93920012497466, 172.36646015954432), -48.8321076372409)",17010,./openEDS/S_185/114.png,0.98430872,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((340.3991084608763, 278.0859547541396), (177.93920012497466, 175.6860813194435), 9.971734781874087)",13321,./openEDS/S_185/139.png,0.99043834,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((337.2882112967429, 282.4167564619603), (177.93920012497466, 176.4677082670325), 3.252564938411757)",14315,./openEDS/S_185/130.png,0.99120173,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((365.00911747200337, 268.83724331176063), (177.93920012497466, 170.50637122371884), 40.87668526443656)",12674,./openEDS/S_185/148.png,0.98684211,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((379.43101744833467, 259.61613833185254), (177.93920012497466, 163.56354391302563), 45.480153854191585)",17463,./openEDS/S_185/36.png,0.97733376,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((303.42413235346197, 229.30320359034255), (177.93920012497466, 152.1680688970321), -24.19867874088716)",18291,./openEDS/S_185/89.png,0.98701582,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((305.7896727803997, 276.3027836796206), (177.93920012497466, 171.87339015596885), -49.59261921167439)",16549,./openEDS/S_185/115.png,0.98576263,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((297.6677062633232, 242.9939610759594), (177.93920012497466, 158.17204035042113), -33.050572504706885)",18565,./openEDS/S_185/93.png,0.98752209,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((379.54328475665966, 259.364899992975), (177.93920012497466, 163.43645542806894), 45.385734275516086)",17445,./openEDS/S_185/37.png,0.97899512,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((378.37016654035875, 257.6512121016974), (177.93920012497466, 163.235555588733), 43.476270640163904)",17436,./openEDS/S_185/43.png,0.98452712,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((335.96015545171423, 221.58296592800525), (177.93920012497466, 151.67403947724705), -0.14644645888853905)",18440,./openEDS/S_185/67.png,0.98235151,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((296.9765711408643, 257.6809552202307), (177.93920012497466, 164.24531940212944), -41.38137267709918)",17546,./openEDS/S_185/109.png,0.9928856,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((292.1927544056784, 252.2857970637305), (177.93920012497466, 160.5220081882863), -41.40106734342959)",17563,./openEDS/S_185/106.png,0.98940654,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((345.1944523650895, 224.74317832743935), (177.93920012497466, 153.4996130868721), 6.651616627163904)",18840,./openEDS/S_185/62.png,0.99069644,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((307.3548731248436, 274.5698240693835), (177.93920012497466, 171.87343588593083), -46.23825277623087)",14593,./openEDS/S_185/124.png,0.98752031,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((329.91949462890625, 269.7171936035156), (177.93919372558594, 173.8009884421778), 169.1021270751953)",5262,./openEDS/S_185/136.png,0.0,2
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((302.7658766430764, 230.65314028970857), (177.93920012497466, 152.82970633243443), -25.03628558887123)",18411,./openEDS/S_185/81.png,0.98677699,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((340.00242118886314, 254.85999065274132), (177.93920012497466, 169.29099385766511), 4.636687250960468)",17377,./openEDS/S_185/2.png,0.9925435,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((303.689100625611, 230.70801370945426), (177.93920012497466, 153.12893765442703), -24.442605368764355)",18307,./openEDS/S_185/82.png,0.98723866,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((317.02260602632873, 276.2000731043204), (177.93920012497466, 173.9972352051214), -36.40399043152988)",14189,./openEDS/S_185/125.png,0.98982811,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((373.568557343501, 244.20719357766075), (177.93920012497466, 159.11872857393928), 32.83713053247385)",18805,./openEDS/S_185/46.png,0.99113717,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((322.6374051694778, 276.60713958298817), (177.93920012497466, 174.7787058226789), -27.896767801517868)",14252,./openEDS/S_185/126.png,0.99068115,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((335.9982565510657, 257.59277691589637), (177.93920012497466, 170.33431236814508), -0.21578721523191116)",17146,./openEDS/S_185/3.png,0.99203522,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((336.2215292763782, 255.23874786637964), (177.93920012497466, 169.48936275575718), 0.06766570839584958)",17844,./openEDS/S_185/19.png,0.99314381,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((303.55017850690047, 228.208188332195), (177.93920012497466, 151.4983703355173), -23.798999667539928)",16941,./openEDS/S_185/87.png,0.98533466,1
"(336.1661134943635, 302.1619091986413, 88.96960006248733)","((334.8098450526352, 221.04564805648866), (177.93920012497466, 151.28375951643062), -0.9578993942622289)",18354,./openEDS/S_185/66.png,0.97561771,1
